account_id,country_code,cc_country,ll_country,bank_name,amount_usd,email,id
14645850,,CA,US,"BANK OF CANADA",10.98187992,yahoo.com,NULL
14645850,,CA,US,"BANK OF CANADA",11.49903216,yahoo.com,NULL
16056862,US,CA,US,,45.82,virtualassistantllc.com,NULL
16056862,US,CA,US,,42.75,virtualassistantllc.com,NULL
14267512,,CA,US,,10.48,gmail.com,NULL
16085136,US,US,CN,"AMERICAN EXPRESS COMPANY",36.11,163.com,NULL
16085136,,US,CN,"AMERICAN EXPRESS COMPANY",90.32,163.com,NULL
16085136,,US,CN,"AMERICAN EXPRESS COMPANY",5.42,163.com,NULL
16200942,US,CA,US,,30.99,gmail.com,NULL
15250290,LU,BE,LU,"AMERICAN EXPRESS",30.99,lumeswimwear.com,NULL
14920393,,GB,US,,7.97,chawlajamae.com,NULL
16477548,GG,GB,GG,,38.5646156,wecompareanycare.com,NULL
16336848,FR,GB,FR,,0.25049720131200004,gmail.com,549975
15231603,CO,US,CO,"BANK OF AMERICA",46.34,latinintro.com,NULL
15231603,,US,CO,"BANK OF AMERICA",50.58,latinintro.com,NULL
16424262,CA,US,CA,"AMERICAN EXPRESS COMPANY",11.04,yahoo.com,558361
16327773,PK,US,PK,"CITIBANK - AMERICAN AIRLINES",0.25,gmail.com,549101
16327773,,US,PK,"CITIBANK - AMERICAN AIRLINES",30.99,gmail.com,549101
16330609,GB,IT,GB,"AMERICAN EXPRESS COMPANY",0.25,gmail.com,NULL
16102964,IN,IT,IN,"AMERICAN EXPRESS COMPANY",5.42,gmail.com,NULL
15825696,IN,IT,IN,"AMERICAN EXPRESS COMPANY",0.25,ruiplgroup.com,NULL
15825696,,IT,IN,"AMERICAN EXPRESS COMPANY",5.42,ruiplgroup.com,NULL
16102964,,IT,IN,"AMERICAN EXPRESS COMPANY",102.53,gmail.com,NULL
16102964,,IT,IN,"AMERICAN EXPRESS COMPANY",247.05,gmail.com,NULL
16102964,,IT,IN,"AMERICAN EXPRESS COMPANY",322.18,gmail.com,NULL
16102964,,IT,IN,"AMERICAN EXPRESS COMPANY",429.46,gmail.com,NULL
16102964,,IT,IN,"AMERICAN EXPRESS COMPANY",1.07,gmail.com,NULL
16364408,IN,IT,IN,"AMERICAN EXPRESS COMPANY",5.42,lexprotector.com,NULL
16364408,,IT,IN,"AMERICAN EXPRESS COMPANY",15.35,lexprotector.com,NULL
16102964,,IT,IN,"AMERICAN EXPRESS COMPANY",8.57,gmail.com,NULL
16328280,IN,IT,IN,"AMERICAN EXPRESS COMPANY",24.85,yahoo.co.in,NULL
16328280,,IT,IN,"AMERICAN EXPRESS COMPANY",3.37,yahoo.co.in,NULL
15429383,,IT,IN,"AMERICAN EXPRESS COMPANY",8.8,rediffmail.com,NULL
15429383,,IT,IN,"AMERICAN EXPRESS COMPANY",10.48,rediffmail.com,NULL
15429383,,IT,IN,"AMERICAN EXPRESS COMPANY",0.55,rediffmail.com,NULL
15429383,,IT,IN,"AMERICAN EXPRESS COMPANY",85.07,rediffmail.com,NULL
15429383,,IT,IN,"AMERICAN EXPRESS COMPANY",85.05,rediffmail.com,NULL
15429383,,IT,IN,"AMERICAN EXPRESS COMPANY",68.09,rediffmail.com,NULL
15429383,,IT,IN,"AMERICAN EXPRESS COMPANY",7.42,rediffmail.com,NULL
15429383,,IT,IN,"AMERICAN EXPRESS COMPANY",3.37,rediffmail.com,NULL
15429383,,IT,IN,"AMERICAN EXPRESS COMPANY",5.42,rediffmail.com,NULL
15429383,,IT,IN,"AMERICAN EXPRESS COMPANY",3.49,rediffmail.com,NULL
14719875,,IT,IN,"AMERICAN EXPRESS COMPANY",102.6,gmail.com,NULL
14719875,,IT,IN,"AMERICAN EXPRESS COMPANY",44.19,gmail.com,NULL
15429383,,IT,IN,"AMERICAN EXPRESS COMPANY",22.15,rediffmail.com,NULL
15429383,,IT,IN,"AMERICAN EXPRESS COMPANY",2.83,rediffmail.com,NULL
15429383,,IT,IN,"AMERICAN EXPRESS COMPANY",54.12,rediffmail.com,NULL
15602219,,IT,QA,"AMERICAN EXPRESS COMPANY",10.48,gmail.com,NULL
16468330,JO,IT,JO,"AMERICAN EXPRESS COMPANY",30.99,hotmail.com,NULL
16468330,,IT,JO,"AMERICAN EXPRESS COMPANY",614.1,hotmail.com,NULL
16207657,IE,IL,IE,HSBC,29.97,franchisedirect.com,NULL
14324418,,MY,IT,,9.260363520000002,hotmail.com,NULL
14207292,,DK,US,"AMERICAN EXPRESS",532.26,mindspring.com,NULL
14207292,,DK,US,"AMERICAN EXPRESS",54.01,mindspring.com,NULL
16176475,KH,DK,KH,"AMERICAN EXPRESS",0.25,inbox.lv,NULL
16176475,,DK,KH,"AMERICAN EXPRESS",5.42,inbox.lv,NULL
16290496,RU,FR,RU,SOCI,0.25,mail.ru,546543
16075292,,FR,GB,"AMERICAN EXPRESS",112.83,gmail.com,NULL
16075292,,FR,GB,"AMERICAN EXPRESS",1.99,gmail.com,NULL
16075292,,FR,GB,"AMERICAN EXPRESS",7.97,gmail.com,NULL
14531569,,FR,IT,"AMERICAN EXPRESS",10.48,almajeanu.com,NULL
16442370,GR,DE,GR,"HYPOVEREINSBANK BONN",0.24838741094400002,gmail.com,560913
16442370,,DE,GR,"HYPOVEREINSBANK BONN",1.4851526400000004,gmail.com,560913
15133751,,FI,GE,"AMERICAN EXPRESS",1.31,gmail.com,NULL
16183705,KR,FI,KR,"AMERICAN EXPRESS",30.99,outlook.com,NULL
16174487,US,FI,US,"AMERICAN EXPRESS",5.42,gmail.com,NULL
16199185,US,FI,US,"AMERICAN EXPRESS",5.42,yahoo.com,NULL
16187205,US,FI,US,"AMERICAN EXPRESS",0.25,hotmail.com,NULL
16311308,US,FI,US,"AMERICAN EXPRESS",0.25,gmail.com,NULL
16333682,US,FI,US,"AMERICAN EXPRESS",14.11,intlbtc.com,NULL
16345359,US,FI,US,"AMERICAN EXPRESS",0.25,lanassassin.com,NULL
16187205,,FI,US,"AMERICAN EXPRESS",1.33,hotmail.com,NULL
16174487,,FI,US,"AMERICAN EXPRESS",20.76,gmail.com,NULL
16174487,,FI,US,"AMERICAN EXPRESS",3.37,gmail.com,NULL
16174487,,FI,US,"AMERICAN EXPRESS",5.42,gmail.com,NULL
16183705,,FI,KR,"AMERICAN EXPRESS",3.37,outlook.com,NULL
16340570,US,FI,US,"AMERICAN EXPRESS",0.25,outlook.com,NULL
16379548,US,FI,US,"AMERICAN EXPRESS",0.25,hotmail.com,552677
16340570,,FI,US,"AMERICAN EXPRESS",6.44,outlook.com,NULL
16340570,,FI,US,"AMERICAN EXPRESS",5.42,outlook.com,NULL
16340570,,FI,US,"AMERICAN EXPRESS",1.32,outlook.com,NULL
16064246,,FI,US,"AMERICAN EXPRESS",10.48,yahoo.com,NULL
16387532,US,FI,US,"AMERICAN EXPRESS",0.25,gmail.com,NULL
16399339,US,FI,US,"AMERICAN EXPRESS",87.26,gmail.com,NULL
16399339,,FI,US,"AMERICAN EXPRESS",10.53,gmail.com,NULL
16326161,US,FI,US,"AMERICAN EXPRESS",511.8,gmail.com,NULL
15693389,,FI,US,"AMERICAN EXPRESS",10.48,gmail.com,NULL
16372930,SA,IT,SA,"AMERICAN EXPRESS",0.24864403658400003,icloud.com,NULL
15689892,,NL,SE,POSTBANK,9.260363520000002,gmail.com,NULL
16193512,GB,PT,GB,"MILLENNIUM BCP",0.251891343552,gmail.com,NULL
14529317,,ES,DE,"AMERICAN EXPRESS",9.260363520000002,gmail.com,NULL
16473400,HK,AU,HK,CITIBANK,75.3307668,mac.com,NULL
16473400,,AU,HK,CITIBANK,37.775516100000004,mac.com,NULL
15854438,,AU,AE,"AMERICAN EXPRESS",5.22988952,gmail.com,NULL
14549270,,AU,GB,"AMERICAN EXPRESS",9.91661544,yahoo.com,NULL
16278176,GB,AU,GB,"AMERICAN EXPRESS",5.42,googlemail.com,NULL
16278176,,AU,GB,"AMERICAN EXPRESS",24.85,googlemail.com,NULL
16278176,,AU,GB,"AMERICAN EXPRESS",51.45,googlemail.com,NULL
16278176,,AU,GB,"AMERICAN EXPRESS",3.37,googlemail.com,NULL
16278176,,AU,GB,"AMERICAN EXPRESS",5.42,googlemail.com,NULL
15819349,,AU,GB,"AMERICAN EXPRESS",25.88,gmail.com,NULL
15819349,,AU,GB,"AMERICAN EXPRESS",1.63,gmail.com,NULL
14921750,,AU,GB,"AMERICAN EXPRESS",53.990461839999995,astelloncapital.com,NULL
14921750,,AU,GB,"AMERICAN EXPRESS",13.31526768,astelloncapital.com,NULL
14918870,,AU,US,"ANZ - AUSTRALIA AND NEW ZEALAND BANKING GROUP",10.48,gmail.com,NULL
16163026,SG,AU,SG,"AMERICAN EXPRESS",5.38250936,hotmail.com,NULL
16243359,US,JP,US,"AMERICAN EXPRESS",9.51,yahoo.com,NULL
16243359,,JP,US,"AMERICAN EXPRESS",66.8,yahoo.com,NULL
16243359,,JP,US,"AMERICAN EXPRESS",3.37,yahoo.com,NULL
16243359,,JP,US,"AMERICAN EXPRESS",6.95,yahoo.com,NULL
16243359,,JP,US,"AMERICAN EXPRESS",60.15,yahoo.com,NULL
15898577,,SG,AU,INTERBANK,225.5517696,gmail.com,NULL
15689067,,SG,TH,INTERBANK,10.81552484,hotmail.com,NULL
14484389,,SG,MY,MAYBANK,119.91,malaysiavoyage.com,NULL
14484389,,SG,MY,MAYBANK,4.14,malaysiavoyage.com,NULL
15766049,,SG,MY,"AMERICAN EXPRESS",4.29,osyron.com.my,NULL
15971825,,TH,SG,"AMERICAN EXPRESS",33.43505144,reventasinc.com,NULL
15971825,,TH,SG,"AMERICAN EXPRESS",22.35978084,reventasinc.com,NULL
15971825,,TH,SG,"AMERICAN EXPRESS",0.88024952,reventasinc.com,NULL
15971825,,TH,SG,"AMERICAN EXPRESS",11.2917254,reventasinc.com,NULL
15971825,,TH,SG,"AMERICAN EXPRESS",0.5483521600000001,reventasinc.com,NULL
15971825,,TH,SG,"AMERICAN EXPRESS",20.14472672,reventasinc.com,NULL
15971825,,TH,SG,"AMERICAN EXPRESS",0.81531308,reventasinc.com,NULL
15990784,,TH,SG,"AMERICAN EXPRESS",210.92798744,yahoo.com.sg,NULL
15990784,,TH,SG,"AMERICAN EXPRESS",6.536934960000001,yahoo.com.sg,NULL
15990784,,TH,SG,"AMERICAN EXPRESS",9.033380320000001,yahoo.com.sg,NULL
14937706,TW,TH,TW,"AMERICAN EXPRESS",41.22,gmail.com,NULL
15877366,,US,HK,"AMERICAN EXPRESS COMPANY",10.735962540000001,hillmanross.com,NULL
16340845,GB,BR,GB,,38.5646156,aisngroup.com,NULL
16367214,GB,BR,GB,,51.45,blackwave.com,NULL
16367214,,BR,GB,,3.37,blackwave.com,NULL
16367214,,BR,GB,,51.45,blackwave.com,NULL
15724350,,BR,IN,"AMERICAN EXPRESS",7.52,gmail.com,NULL
16245638,IN,BR,IN,"AMERICAN EXPRESS",204.9,gmail.com,NULL
16083270,,MX,EC,,10.48,hotmail.com,NULL
15740703,GB,SA,GB,"SAUDI INVESTMENT BANK",20.76,gmail.com,NULL
15740703,,SA,GB,"SAUDI INVESTMENT BANK",179.33,gmail.com,NULL
16117780,LK,MX,LK,,0.25,gmail.com,NULL
16136608,LK,MX,LK,,5.42,gmail.com,NULL
16190828,LK,MX,LK,,0.25,gmail.com,NULL
16343108,LK,MX,LK,,0.25,gmail.com,NULL
16190828,,MX,LK,,10.53,gmail.com,NULL
15975651,,MX,LK,,10.48,cinnamonhotels.com,NULL
15840786,,MX,LK,,10.48,gmail.com,543988
14239939,,MX,LK,,10.48,hotmail.com,NULL
14475975,,MX,LK,,10.48,gmail.com,NULL
15852027,LK,MX,LK,,5.42,gmail.com,NULL
15852027,,MX,LK,,5.42,gmail.com,NULL
15852027,,MX,LK,,10.53,gmail.com,NULL
14158215,,MX,AR,"AMERICAN EXPRESS",10.48,gmail.com,NULL
15286786,,MX,AR,"AMERICAN EXPRESS",10.48,hotmail.com,NULL
15718653,,MX,AR,"AMERICAN EXPRESS",28.43,xenexisgroup.com,NULL
15718653,,MX,AR,"AMERICAN EXPRESS",5.42,xenexisgroup.com,NULL
15718653,,MX,AR,"AMERICAN EXPRESS",10.48,xenexisgroup.com,NULL
15718653,,MX,AR,"AMERICAN EXPRESS",9.51,xenexisgroup.com,NULL
15718653,,MX,AR,"AMERICAN EXPRESS",29.97,xenexisgroup.com,NULL
14199994,,US,PH,"AMERICAN EXPRESS COMPANY",87.4,thedesignpeople.com,NULL
14142446,NL,US,NL,"AMERICAN EXPRESS COMPANY",2046.3,securedglobe.com,NULL
14142446,,US,NL,"AMERICAN EXPRESS COMPANY",487.69,securedglobe.com,NULL
14142446,,US,NL,"AMERICAN EXPRESS COMPANY",78.7,securedglobe.com,NULL
14142446,,US,NL,"AMERICAN EXPRESS COMPANY",1023.3,securedglobe.com,NULL
14142446,,US,NL,"AMERICAN EXPRESS COMPANY",30.99,securedglobe.com,NULL
14142446,,US,NL,"AMERICAN EXPRESS COMPANY",29.97,securedglobe.com,NULL
14142446,,US,NL,"AMERICAN EXPRESS COMPANY",568.07,securedglobe.com,NULL
14142446,,US,NL,"AMERICAN EXPRESS COMPANY",17.33,securedglobe.com,NULL
14142446,,US,NL,"AMERICAN EXPRESS COMPANY",49.4,securedglobe.com,NULL
14142446,,US,NL,"AMERICAN EXPRESS COMPANY",426.89,securedglobe.com,NULL
14142446,,US,NL,"AMERICAN EXPRESS COMPANY",13.1,securedglobe.com,NULL
14142446,,US,NL,"AMERICAN EXPRESS COMPANY",10.53,securedglobe.com,NULL
14142446,,US,NL,"AMERICAN EXPRESS COMPANY",68.84,securedglobe.com,NULL
16478375,DE,US,DE,"AMERICAN EXPRESS COMPANY",0.248660416944,icloud.com,NULL
14204089,,MX,US,GRCC,10.48,gmail.com,NULL
15097018,,MX,US,GRCC,1.31,gmail.com,NULL
14283573,,IN,US,"AMERICAN EXPRESS",10.53,buyfbphotolikes.com,NULL
14946278,,IN,BD,"AMERICAN EXPRESS",10.48,gmail.com,NULL
15989208,,ZA,CR,"AMERICAN EXPRESS",10.48,gmail.com,NULL
16492969,CR,ZA,CR,"AMERICAN EXPRESS",0.25,hotmail.com,NULL
15474348,ZA,GB,ZA,"LLOYDS TSB AIRMILES",29.97,ilumin8.co.za,NULL
16195864,ZA,ZA,US,NEDBANK,170.12,gmail.com,NULL
16195864,,ZA,US,NEDBANK,5.39,gmail.com,NULL
15925739,,TH,CN,"AMERICAN EXPRESS",10.48,gmail.com,NULL
15861835,,TH,CN,"AMERICAN EXPRESS",333.8,qq.com,NULL
15471987,,TH,VN,"AMERICAN EXPRESS",614.1,gmail.com,NULL
15471987,,TH,VN,"AMERICAN EXPRESS",1.42,gmail.com,NULL
15471987,,TH,VN,"AMERICAN EXPRESS",239.31,gmail.com,NULL
15471987,,TH,VN,"AMERICAN EXPRESS",20.76,gmail.com,NULL
15471987,,TH,VN,"AMERICAN EXPRESS",9.1,gmail.com,NULL
15471987,,TH,VN,"AMERICAN EXPRESS",1.13,gmail.com,NULL
15471987,,TH,VN,"AMERICAN EXPRESS",142.5,gmail.com,NULL
16159976,GB,TH,GB,"AMERICAN EXPRESS",0.25,gmail.com,NULL
16159976,,TH,GB,"AMERICAN EXPRESS",5.42,gmail.com,NULL
15738460,,TH,GB,"AMERICAN EXPRESS",2.03298376,me.com,NULL
16240510,US,NZ,US,"AMERICAN EXPRESS",30.99,comcast.net,NULL
16296854,AL,US,AL,MACY'S,928.67,gmail.com,548241
14212077,,US,CN,,10.48,gmail.com,NULL
14437206,,HR,AE,"PRIVREDNA BANKA ZAGREB",10.48,hotmail.com,NULL
14437206,,HR,AE,"PRIVREDNA BANKA ZAGREB",9,hotmail.com,NULL
14437206,,HR,AE,"PRIVREDNA BANKA ZAGREB",78.56,hotmail.com,NULL
14437206,,HR,AE,"PRIVREDNA BANKA ZAGREB",3.37,hotmail.com,NULL
14498915,,SE,ES,"AMERICAN EXPRESS",9.57,outlook.es,NULL
15985717,,CH,EG,"CREDIT SUISSE",10.48,business-anthro.com,NULL
16161665,PH,SE,PH,"AMERICAN EXPRESS COMPANY",11.431146,yahoo.com,NULL
14070255,,AU,JP,"AUSTRALIA AND NEW ZEALAND BANKING GROUP LTD. FREQUENT FLYER",9,gmail.com,NULL
14070255,,AU,JP,"AUSTRALIA AND NEW ZEALAND BANKING GROUP LTD. FREQUENT FLYER",8.94,gmail.com,NULL
15345817,,AR,IT,"AMERICAN EXPRESS",1.4851526400000004,yahoo.com,NULL
15711958,,NZ,CL,,10.48,gmail.com,NULL
15796544,,AU,JP,"AMERICAN EXPRESS",9.02,fargo-japan.com,NULL
15796544,,AU,JP,"AMERICAN EXPRESS",8.94,fargo-japan.com,NULL
15811130,US,NZ,US,"AMERICAN EXPRESS COMPANY",0.24758124647200003,gmail.com,NULL
15811130,,NZ,US,"AMERICAN EXPRESS COMPANY",22.75341582,gmail.com,NULL
15811130,,NZ,US,"AMERICAN EXPRESS COMPANY",2.47431466,gmail.com,NULL
15811130,,NZ,US,"AMERICAN EXPRESS COMPANY",3.9794615600000003,gmail.com,NULL
14873968,,NZ,AU,"AMERICAN EXPRESS COMPANY",150.44126820000002,hotmail.com,NULL
14873968,,NZ,AU,"AMERICAN EXPRESS COMPANY",5.1762369,hotmail.com,NULL
15923401,DO,NZ,DO,"AMERICAN EXPRESS COMPANY",8.48,gmail.com,NULL
16186280,US,NZ,US,"AMERICAN EXPRESS COMPANY",51.45,fiu.edu,NULL
16186280,,NZ,US,"AMERICAN EXPRESS COMPANY",4.39,fiu.edu,NULL
16186280,,NZ,US,"AMERICAN EXPRESS COMPANY",3.37,fiu.edu,NULL
16186280,,NZ,US,"AMERICAN EXPRESS COMPANY",5.42,fiu.edu,NULL
15808809,,NZ,DO,"AMERICAN EXPRESS COMPANY",10.48,gmail.com,NULL
16014565,,NZ,US,"AMERICAN EXPRESS COMPANY",4.9,gmail.com,NULL
16437153,PE,NZ,PE,"AMERICAN EXPRESS",5.42,gmail.com,NULL
16156827,AU,BA,AU,CENTURION,194.19331882000003,a2ktechnologies.com.au,NULL
16156827,,BA,AU,CENTURION,4.35391274,a2ktechnologies.com.au,NULL
16222617,NG,US,NG,"CALIFORNIA UNION BANK",36.11,gmail.com,NULL
16222617,,US,NG,"CALIFORNIA UNION BANK",36.11,gmail.com,NULL
15885483,,US,AU,"AMERICAN EXPRESS COMPANY",8.443507,ziffdavis.com,NULL
14058379,,GB,CN,"TRAVELLERS CHEQUE",10.48,live.com,NULL
16369639,PK,GB,PK,"BARCLAYS BANK - BRITISH AIRWAYS",0.25,outlook.com,552038
16375084,PK,GB,PK,"BARCLAYS BANK - BRITISH AIRWAYS",30.99,yahoo.com,552503
16114212,MY,GB,MY,"BRITISH AIRWAYS",8.60517928,gmail.com,NULL
16124219,MY,GB,MY,"BRITISH AIRWAYS",0.24118061348199998,gmail.com,NULL
16350408,MY,GB,MY,"BRITISH AIRWAYS",26.13784836,yandex.com,NULL
16350408,,GB,MY,"BRITISH AIRWAYS",2.8214960599999994,yandex.com,NULL
16114212,,GB,MY,"BRITISH AIRWAYS",0.46555963999999994,gmail.com,NULL
16114212,,GB,MY,"BRITISH AIRWAYS",8.34170322,gmail.com,NULL
16114212,,GB,MY,"BRITISH AIRWAYS",8.08078518,gmail.com,NULL
16114212,,GB,MY,"BRITISH AIRWAYS",33.464017639999994,gmail.com,NULL
16114212,,GB,MY,"BRITISH AIRWAYS",2.8214960599999994,gmail.com,NULL
15813530,,GB,MY,"BRITISH AIRWAYS",8.58983116,gmail.com,538518
15891162,,GB,MY,"BRITISH AIRWAYS",10.48,gmail.com,NULL
15891162,,GB,MY,"BRITISH AIRWAYS",1.93,gmail.com,NULL
16340810,MY,GB,MY,"BRITISH AIRWAYS",39.483038699999994,gmail.com,NULL
16063810,,GB,MY,"BRITISH AIRWAYS",10.48,gmail.com,NULL
16408229,MY,GB,MY,"BRITISH AIRWAYS",157.2414894,gmail.com,NULL
16340810,,GB,MY,"BRITISH AIRWAYS",69.67790677999999,gmail.com,NULL
16297287,MY,GB,MY,"BRITISH AIRWAYS",5.46393072,gmail.com,NULL
15871239,,LB,EG,"AUDI BANK",10.48,gmail.com,NULL
16452389,OM,LB,OM,"AUDI BANK",36.11,gmail.com,NULL
16452389,,LB,OM,"AUDI BANK",3.37,gmail.com,NULL
16254214,PY,GB,PY,"BRITISH AIRWAYS",0.25,gmail.com,NULL
